food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster,plate_role
"SILK Plus Fiber, soymilk",1.44,0.206,5.76,2.47,2.1,45.9,0,0,0-0,fruit / veg
"SILK Unsweetened, soymilk",1.65,0.206,1.65,2.88,0.4,33.0,0,0,0-0,fruit / veg
"SILK Coffee, soymilk",1.44,0.206,10.29,2.06,0.0,62.4,0,0,0-0,fruit / veg
SILK Vanilla soy yogurt (family size),1.76,0.22,13.66,2.64,0.4,81.0,0,0,0-0,fruit / veg
SILK Vanilla soy yogurt (single serving size),1.76,0.0,14.71,2.94,0.6,86.4,0,0,0-0,fruit / veg
SILK Plain soy yogurt,1.76,0.22,9.69,2.64,0.4,65.2,0,0,0-0,fruit / veg
SILK Strawberry soy yogurt,1.18,0.0,18.24,2.35,0.6,93.0,0,0,0-0,fruit / veg
SILK Key Lime soy yogurt,1.18,0.0,17.65,2.35,0.6,90.6,0,0,0-0,fruit / veg
SILK Banana-Strawberry soy yogurt,1.18,0.0,17.06,2.35,0.6,88.3,0,0,0-0,fruit / veg
SILK Original Creamer,6.67,0.0,6.67,0.0,0.0,86.7,0,0,0-0,fruit / veg
SILK French Vanilla Creamer,6.67,0.0,20.0,0.0,0.0,140.0,0,1,0-1,protein
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",3.4,0.3,1.71,9.19,0.8,74.2,0,0,0-0,fruit / veg
"Vitasoy USA Azumaya, Extra Firm Tofu",4.6,0.6,1.53,10.07,0.9,87.8,0,0,0-0,fruit / veg
"Vitasoy USA Azumaya, Firm Tofu",4.2,0.5,1.52,9.08,0.6,80.2,0,0,0-0,fruit / veg
"Beans, black, mature seeds, cooked, boiled, with salt",0.54,0.139,23.71,8.86,8.7,135.1,0,1,0-1,protein
"Beans, black, mature seeds, canned, low sodium",0.29,0.075,16.55,6.03,6.9,92.9,0,0,0-0,fruit / veg
"Beans, black turtle, mature seeds, cooked, boiled, with salt",0.35,0.089,24.35,8.18,8.3,133.3,0,1,0-1,protein
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",0.46,0.119,24.46,9.34,8.6,139.3,0,1,0-1,protein
"Beans, french, mature seeds, cooked, boiled, with salt",0.76,0.083,24.02,7.05,9.4,131.1,0,1,0-1,protein
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",0.5,0.072,22.8,8.67,7.4,130.4,0,1,0-1,protein
"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",0.93,0.328,20.8,8.12,6.0,124.0,0,1,0-1,protein
"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",0.17,0.024,21.85,9.49,9.3,126.9,0,1,0-1,protein
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",0.36,0.125,14.83,5.22,5.3,83.4,0,0,0-0,fruit / veg
"Beans, small white, mature seeds, cooked, boiled, with salt",0.64,0.166,25.81,8.97,10.4,144.9,0,1,0-1,protein
"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",0.56,0.116,15.18,4.6,4.6,84.2,0,0,0-0,fruit / veg
"Beans, yellow, mature seeds, cooked, boiled, with salt",1.08,0.279,25.28,9.16,10.4,147.5,0,1,0-1,protein
"Beans, white, mature seeds, cooked, boiled, with salt",0.35,0.091,25.09,9.73,6.3,142.4,0,1,0-1,protein
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",1.95,0.204,13.49,4.92,4.4,91.2,0,0,0-0,fruit / veg
"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",0.71,0.185,20.32,8.13,3.6,120.2,0,1,0-1,protein
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, with salt",0.53,0.138,20.76,7.73,6.5,118.7,0,1,0-1,protein
"Lentils, mature seeds, cooked, boiled, with salt",0.38,0.053,19.54,9.02,7.9,117.7,0,1,0-1,protein
"Mung beans, mature seeds, cooked, boiled, with salt",0.38,0.116,19.15,7.02,7.6,108.1,0,1,0-1,protein
"Mungo beans, mature seeds, cooked, boiled, with salt",0.55,0.038,18.34,7.54,6.4,108.5,0,1,0-1,protein
"Peas, split, mature seeds, cooked, boiled, with salt",0.39,0.054,20.51,8.34,8.3,118.9,0,1,0-1,protein
"Mushroom, lion's mane",0.2563,0.0,7.5897,2.5,4.376,42.7,0,0,0-0,fruit / veg
"Mushroom, oyster",0.1875,0.0,6.94125,2.89875,2.85,41.0,0,0,0-0,fruit / veg
"Mushrooms, shiitake",0.195,0.0,8.170625,2.414375,4.166,44.1,0,0,0-0,fruit / veg
"Mushrooms, white button",0.3708,0.0,4.079375,2.890625,1.717,31.2,0,0,0-0,fruit / veg
"Soy milk, unsweetened, plain, shelf stable",2.125,0.3138,1.293125,3.546875,0.0,38.5,0,0,0-0,fruit / veg
"Almond milk, unsweetened, plain, shelf stable",1.221,0.1038,0.3371125,0.5546875,0.0,14.6,0,0,0-0,fruit / veg
"Spinach, baby",0.6188,0.0,2.406325,2.851875,1.558,26.6,0,0,0-0,fruit / veg
"Spinach, mature",0.6044,0.0,2.64135,2.90625,1.588,27.6,0,0,0-0,fruit / veg
"Tomato, roma",0.425,0.0,3.837475,0.695625,0.9706,22.0,0,0,0-0,fruit / veg
"Tomato juice, with added ingredients, from concentrate, shelf stable",0.2875,0.0,4.320625,0.859375,0.0,23.3,0,0,0-0,fruit / veg
"Mushroom, portabella",0.3117,0.0,4.6583,2.75,1.879,32.4,0,0,0-0,fruit / veg
"Mushroom, king oyster",0.3075,0.0,8.50065,2.40625,3.009,46.4,0,0,0-0,fruit / veg
"Mushroom, enoki",0.245,0.0,8.141425,2.416875,2.945,44.4,0,0,0-0,fruit / veg
"Mushroom, crimini",0.1967,0.0,4.01455,3.09375,1.781,30.2,0,0,0-0,fruit / veg
"Mushroom, maitake",0.265,0.0,6.604375,2.203125,3.071,37.6,0,0,0-0,fruit / veg
"Mushroom, beech",0.4494,0.0,6.7593,2.18,3.139,39.8,0,0,0-0,fruit / veg
"Mushroom, pioppini",0.24,0.0,5.7637,3.5,2.753,39.2,0,0,0-0,fruit / veg
"Soy milk, sweetened, plain, refrigerated",1.957,0.0,2.996125,2.776875,0.0,40.7,0,0,0-0,fruit / veg
"Almond milk, unsweetened, plain, refrigerated",1.558,0.0,0.67075,0.65625,0.0,19.3,0,0,0-0,fruit / veg
"Oat milk, unsweetened, plain, refrigerated",2.749,0.0,5.100325,0.796875,0.0,48.3,0,0,0-0,fruit / veg
"Carrots, mature, raw",0.3506,0.0,10.26755,0.94125,3.095,48.0,0,0,0-0,fruit / veg
"Carrots, baby, raw",0.1375,0.0,9.0787,0.805,2.694,40.8,0,0,0-0,fruit / veg
"Peppers, bell, green, raw",0.1063,0.0,4.7781,0.715,0.9419,22.9,0,0,0-0,fruit / veg
"Peppers, bell, yellow, raw",0.1211,0.0,6.601725,0.819375,1.071,30.8,0,0,0-0,fruit / veg
"Peppers, bell, red, raw",0.1256,0.0,6.653175,0.895625,1.158,31.3,0,0,0-0,fruit / veg
"Peppers, bell, orange, raw",0.1556,0.0,6.703125,0.881875,0.9674,31.7,0,0,0-0,fruit / veg
"Buttermilk, low fat",1.081,0.5525,4.811522,3.464978,0.0,42.8,0,0,0-0,fruit / veg
"Yogurt, Greek, plain, whole milk",4.394,2.393,4.75402,8.77888,0.0,93.7,0,0,0-0,fruit / veg
"Cottage cheese, full fat, large or small curd",4.225,2.601,4.59964,11.62436,0.0,102.9,0,1,0-1,protein
"Lettuce, iceberg, raw",0.07375,0.0,3.36875,0.7425,0.0,17.1,0,0,0-0,fruit / veg
"Lettuce, romaine, green, raw",0.07125,0.0,4.055575,0.976875,0.0,20.8,0,0,0-0,fruit / veg
"Lettuce, leaf, red, raw",0.1063,0.0,3.260575,0.883125,0.0,17.5,0,0,0-0,fruit / veg
"Lettuce, leaf, green, raw",0.1563,0.0,4.06615,1.09375,0.0,22.0,0,0,0-0,fruit / veg
"Pineapple, raw",0.2113,0.0,14.0914625,0.4609375,0.9346,60.1,0,0,0-0,fruit / veg
"Beans, snap, green, raw",0.275,0.0,7.41245,1.96875,3.011,40.0,0,0,0-0,fruit / veg
"Celery, raw",0.1625,0.0,3.3165125,0.4921875,0.0,16.7,0,0,0-0,fruit / veg
"Cucumber, with peel, raw",0.1775,0.0,2.9525,0.625,0.0,15.9,0,0,0-0,fruit / veg
"Flour, buckwheat",2.484,0.0,75.01808,8.88492,10.35,358.0,1,0,1-0,carbs
"Flour, rye",1.908,0.0,77.1618,8.3952,13.68,359.4,1,0,1-0,carbs
"Flour, barley",2.45,0.0,77.39832,8.72168,12.79,366.5,1,0,1-0,carbs
"Flour, cassava",0.4938,0.0,87.312975,0.918225,4.834,357.4,1,0,1-0,carbs
"Rice, white, long grain, unenriched, raw",1.033,0.0,80.31315,7.03885,0.1488,358.7,1,0,1-0,carbs
"Flour, chestnut",4.636,0.689,80.45025,5.28675,8.711,384.7,1,0,1-0,carbs
"Flour, coconut",15.28,13.999,58.9025,16.1385,34.24,437.7,1,1,1-1,other
"Bulgur, dry, raw",2.421,0.0,75.88175,11.75625,11.72,372.3,1,0,1-0,carbs
"Wild rice, dry, raw",1.704,0.0,75.6695,12.7875,4.26,369.2,1,0,1-0,carbs
"Fonio, grain, dry, raw",1.693,0.0,81.30525,7.16875,2.197,369.1,1,0,1-0,carbs
"Khorasan, grain, dry, raw",2.8,0.0,71.79427,14.75573,10.52,371.4,1,0,1-0,carbs
"Flour, wheat, all-purpose, unenriched, unbleached",1.7,0.0,74.6,12.0,3.0,361.7,1,0,1-0,carbs
"Flour, whole wheat, unenriched",2.73,0.0,71.2,15.1,10.6,369.8,1,0,1-0,carbs
"Flour, rice, white, unenriched",1.3,0.0,79.8,6.94,0.5,358.7,1,0,1-0,carbs
"Flour, corn, yellow, fine meal, enriched",1.74,0.0,80.8,6.2,4.3,363.7,1,0,1-0,carbs
"Bread, white, commercially prepared",3.59,0.821,49.2,9.43,2.3,266.8,1,0,1-0,carbs
"Cookies, oatmeal, soft, with raisins",14.3,4.78,69.6,5.79,3.3,430.3,1,0,1-0,carbs
"Figs, dried, uncooked",0.92,0.0,63.9,3.3,9.8,277.1,1,0,1-0,carbs
"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",13.24,2.941,41.18,5.88,1.2,307.4,1,0,1-0,carbs
"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",11.27,3.25,53.42,4.34,1.4,332.5,1,0,1-0,carbs
"Waffles, buttermilk, frozen, ready-to-heat",9.22,1.898,41.05,6.58,2.2,273.5,1,0,1-0,carbs
"Waffle, buttermilk, frozen, ready-to-heat, toasted",9.49,2.275,48.39,7.42,2.6,308.7,1,0,1-0,carbs
"Waffle, buttermilk, frozen, ready-to-heat, microwaved",9.4,2.057,44.16,6.92,2.4,288.9,1,0,1-0,carbs
"Waffle, plain, frozen, ready-to-heat, microwave",9.91,1.58,45.41,6.71,2.4,297.7,1,0,1-0,carbs
"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",24.83,4.999,64.3,5.1,1.9,501.1,1,1,1-1,other
"Pie Crust, Cookie-type, Chocolate, Ready Crust",22.42,4.725,64.48,6.08,2.7,484.0,1,1,1-1,other
"Pie, Dutch Apple, Commercially Prepared",11.5,2.313,44.54,2.17,1.6,290.3,1,0,1-0,carbs
"Pie crust, deep dish, frozen, unbaked, made with enriched flour",28.74,8.129,46.79,5.52,1.4,467.9,1,1,1-1,other
"Waffles, chocolate chip, frozen, ready-to-heat",10.1,3.567,45.68,5.8,1.5,296.8,1,0,1-0,carbs
"Tostada shells, corn",23.38,7.011,64.43,6.15,5.8,492.7,1,1,1-1,other
"Bread, salvadoran sweet cheese (quesadilla salvadorena)",17.12,4.612,47.84,7.12,0.7,373.9,1,1,1-1,other
"Bread, pound cake type, pan de torta salvadoran",17.45,3.042,51.29,7.06,1.7,390.4,1,1,1-1,other
"Pastry, Pastelitos de Guava (guava pastries)",18.5,5.535,47.76,5.48,2.2,379.5,1,1,1-1,other
"Crackers, snack, Goya Crackers",13.35,6.323,64.35,14.25,3.8,434.6,1,1,1-1,other
"Crackers, cream, Gamesa Sabrosas",20.37,5.362,64.55,7.01,2.4,469.6,1,1,1-1,other
"Crackers, cream, La Moderna Rikis Cream Crackers",19.5,2.634,64.88,7.19,2.4,463.8,1,1,1-1,other
"Bread, white wheat",2.15,0.63,43.91,10.66,9.2,237.6,1,0,1-0,carbs
"Bagels, wheat",1.53,0.0,48.89,10.2,4.1,250.1,1,0,1-0,carbs
"Cream puff, eclair, custard or cream filled, iced",18.52,7.055,37.43,4.41,0.9,334.0,1,1,1-1,other
"Tortillas, ready-to-bake or -fry, flour, shelf stable",7.58,1.225,49.27,8.01,2.4,297.3,1,0,1-0,carbs
"Snacks, corn-based, extruded, chips, plain",33.36,4.331,57.27,6.17,4.0,554.0,1,1,1-1,other
"Snacks, corn-based, extruded, chips, barbecue-flavor",32.7,4.46,56.2,7.0,5.2,547.1,1,1,1-1,other
"Snacks, corn-based, extruded, cones, plain",26.9,22.75,62.9,5.8,1.1,516.9,1,1,1-1,other
"Snacks, fruit leather, pieces",2.68,0.65,82.82,1.0,0.0,359.4,1,0,1-0,carbs
"Snacks, fruit leather, rolls",3.0,0.672,85.8,0.1,0.0,370.6,1,0,1-0,carbs
"Snacks, granola bars, hard, plain",19.8,2.37,64.4,10.1,5.3,476.2,1,1,1-1,other
"Snacks, granola bars, hard, almond",25.5,12.51,62.0,7.7,4.8,508.3,1,1,1-1,other
"Snacks, granola bars, soft, uncoated, raisin",17.8,9.57,66.4,7.6,4.2,456.2,1,1,1-1,other
"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",24.9,14.22,63.8,5.8,3.4,502.5,1,1,1-1,other
"Candies, honey-combed, with peanut butter",20.18,5.735,67.41,8.72,1.9,486.1,1,1,1-1,other
"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",31.1,17.01,53.4,10.2,2.8,534.3,1,1,1-1,other
"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",20.0,5.59,62.2,9.8,4.2,468.0,1,1,1-1,other
"Snacks, popcorn, cakes",3.1,0.48,80.1,9.7,2.9,387.1,1,0,1-0,carbs
"Snacks, popcorn, caramel-coated, with peanuts",7.8,1.04,80.7,6.4,3.8,418.6,1,0,1-0,carbs
"Snacks, popcorn, caramel-coated, without peanuts",12.8,3.61,79.1,3.8,5.2,446.8,1,0,1-0,carbs
"Snacks, potato chips, made from dried potatoes, reduced fat",26.14,6.759,64.76,4.56,3.2,512.5,1,1,1-1,other
"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",37.0,9.47,51.3,6.6,1.2,564.6,1,1,1-1,other
"Snacks, pretzels, hard, plain, salted",2.93,0.391,80.39,10.04,3.4,388.1,1,0,1-0,carbs
"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",16.7,7.68,70.9,7.5,2.4,463.9,1,1,1-1,other
"Snacks, rice cakes, brown rice, sesame seed",3.8,0.54,81.5,7.6,5.4,390.6,1,0,1-0,carbs
"Snacks, tortilla chips, plain, white corn, salted",20.68,2.811,67.78,7.1,5.4,485.6,1,1,1-1,other
"Snacks, tortilla chips, nacho cheese",27.42,3.876,60.81,7.36,5.1,519.5,1,1,1-1,other
"Snacks, tortilla chips, ranch-flavor",24.63,3.539,62.74,7.19,4.0,501.4,1,1,1-1,other
"Candies, ALMOND JOY Candy Bar",26.93,17.59,59.51,4.13,5.0,496.9,1,1,1-1,other
"Candies, TWIZZLERS CHERRY BITES",1.7,0.25,79.38,2.97,0.1,344.7,1,0,1-0,carbs
"Candies, NESTLE, BIT-O'-HONEY Candy Chews",7.5,5.5,80.89,2.0,0.2,399.1,1,0,1-0,carbs
"Candies, NESTLE, BUTTERFINGER Bar",18.9,9.5,72.9,5.4,2.0,483.3,1,1,1-1,other
"Candies, caramels, chocolate-flavor roll",3.31,0.967,87.73,1.59,0.1,387.1,1,0,1-0,carbs
"Candies, confectioner's coating, yogurt",27.0,24.104,63.94,5.87,0.0,522.2,1,1,1-1,other
"Candies, confectioner's coating, peanut butter",29.8,13.12,46.88,18.3,5.0,528.9,1,1,1-1,other
"Candies, white chocolate",32.09,19.412,59.24,5.87,0.2,549.3,1,1,1-1,other
"Candies, fudge, peanut butter, prepared-from-recipe",6.59,1.721,77.75,3.78,0.7,385.4,1,0,1-0,carbs
"Candies, fudge, vanilla, prepared-from-recipe",5.45,3.382,82.15,1.05,0.0,381.8,1,0,1-0,carbs
"Candies, fudge, vanilla with nuts",13.69,3.828,74.61,3.0,0.9,433.6,1,0,1-0,carbs
"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",34.0,12.1,53.0,9.7,9.7,556.8,1,1,1-1,other
"Candies, NESTLE, BABY RUTH Bar",21.6,12.1,64.8,5.4,2.0,475.2,1,1,1-1,other
"Candies, TWIZZLERS Strawberry Twists Candy",2.32,0.0,79.16,2.56,0.0,347.8,1,0,1-0,carbs
"Syrups, table blends, pancake, with butter",0.09,0.0,72.43,0.0,0.0,290.5,1,0,1-0,carbs
"Candies, NESTLE, CHUNKY Bar",27.5,12.5,60.4,7.5,2.5,519.1,1,1,1-1,other
"Candies, milk chocolate",29.66,18.509,59.4,7.65,3.4,535.1,1,1,1-1,other
"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",15.92,2.069,67.18,10.91,7.5,455.6,1,1,1-1,other
"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",17.89,7.905,76.03,2.19,2.5,473.9,1,1,1-1,other
"Glutino, Gluten Free Cookies, Vanilla Creme",18.79,8.094,77.34,2.19,0.0,487.2,1,1,1-1,other
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",18.42,1.432,65.81,9.42,2.4,466.7,1,1,1-1,other
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",17.29,2.614,64.7,11.16,3.5,459.0,1,1,1-1,other
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",18.93,2.137,65.11,9.67,3.5,469.5,1,1,1-1,other
"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",10.7,0.339,52.83,3.13,3.5,320.1,1,0,1-0,carbs
"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",8.02,0.629,51.15,5.4,5.5,298.4,1,0,1-0,carbs
"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",9.34,0.266,49.09,7.25,4.9,309.4,1,0,1-0,carbs
"Udi's, Gluten Free, Whole Grain Dinner Rolls",11.6,1.381,44.29,11.8,11.2,328.8,1,0,1-0,carbs
"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",1.39,0.45,46.24,15.34,36.7,258.8,1,0,1-0,carbs
"Corn, dried, yellow (Northern Plains Indians)",10.64,1.974,66.27,14.48,20.5,418.8,1,0,1-0,carbs
"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",0.04,0.0,87.38,0.45,0.1,351.7,1,0,1-0,carbs
"Cream substitute, powdered, light",15.7,3.8,73.4,1.9,0.0,442.5,1,1,1-1,other
"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",29.32,18.485,56.89,10.16,4.0,532.1,1,1,1-1,other
"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",17.5,11.474,71.22,3.2,2.9,455.2,1,1,1-1,other
"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",0.16,0.01,91.0,0.25,2.2,366.4,1,0,1-0,carbs
"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",2.06,0.43,80.65,10.93,14.7,384.9,1,0,1-0,carbs
"Millet, puffed",3.4,0.67,80.0,13.0,2.7,402.6,1,0,1-0,carbs
"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",3.0,1.0,78.0,10.0,8.0,379.0,1,0,1-0,carbs
"Babyfood, rice and apples, dry",2.4,0.503,86.89,6.7,3.0,396.0,1,0,1-0,carbs
"Babyfood, cereal, rice with pears and apple, dry, instant fortified",0.9,0.185,88.5,6.6,2.6,388.5,1,0,1-0,carbs
"Breakfast bar, corn flake crust with fruit",7.5,1.5,72.8,4.4,2.1,376.3,1,0,1-0,carbs
"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",0.01,0.003,71.6,0.08,0.0,286.8,1,0,1-0,carbs
"Puddings, chocolate flavor, low calorie, regular, dry mix",3.0,1.578,74.42,10.08,10.1,365.0,1,0,1-0,carbs
"Puddings, all flavors except chocolate, low calorie, regular, dry mix",0.1,0.018,86.04,1.6,0.9,351.5,1,0,1-0,carbs
"Syrup, Cane",0.0,0.0,73.14,0.0,0.0,292.6,1,0,1-0,carbs
"Tamarinds, raw",0.6,0.272,62.5,2.8,5.1,266.6,1,0,1-0,carbs
Prune puree,0.2,0.016,65.1,2.1,3.3,270.6,1,0,1-0,carbs
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",11.34,4.07,42.41,6.16,1.5,296.3,1,0,1-0,carbs
"Heinz, Weight Watcher, Chocolate Eclair, frozen",6.9,1.4,40.3,4.4,2.1,240.9,1,0,1-0,carbs
"Interstate Brands Corp, Wonder Hamburger Rolls",4.15,1.013,50.84,8.07,2.6,273.0,1,0,1-0,carbs
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",1.09,0.427,74.25,5.0,1.6,326.8,1,0,1-0,carbs
"Crackers, cheese, sandwich-type with cheese filling",24.41,4.81,58.76,8.92,1.9,490.4,1,1,1-1,other
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",4.73,0.855,43.33,5.88,2.5,239.4,1,0,1-0,carbs
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",9.02,3.091,71.83,4.01,1.8,384.5,1,0,1-0,carbs
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",11.03,2.637,72.7,4.7,1.0,408.9,1,0,1-0,carbs
"Muffin, blueberry, commercially prepared, low-fat",4.22,1.549,50.05,4.23,4.2,255.1,1,0,1-0,carbs
"Pie crust, refrigerated, regular, baked",28.69,11.087,58.52,3.41,1.4,505.9,1,1,1-1,other
"Pie crust, deep dish, frozen, baked, made with enriched flour",31.84,8.862,52.47,6.1,2.3,520.8,1,1,1-1,other
"Pie crust, refrigerated, regular, unbaked",25.46,9.596,51.11,2.97,1.8,445.5,1,1,1-1,other
"Crackers, whole-wheat, reduced fat",7.59,1.067,75.52,11.34,10.9,415.8,1,0,1-0,carbs
"Crackers, wheat, reduced fat",13.37,2.112,71.52,9.34,3.4,443.8,1,0,1-0,carbs
"Bread, pan dulce, sweet yeast bread",11.58,2.183,56.38,9.42,2.3,367.4,1,0,1-0,carbs
"Garlic bread, frozen",16.61,5.281,41.72,8.36,2.5,349.8,1,1,1-1,other
"Cinnamon buns, frosted (includes honey buns)",26.61,12.649,48.6,4.45,1.2,451.7,1,1,1-1,other
"Crackers, cheese, reduced fat",11.67,3.333,68.19,10.0,3.3,417.8,1,0,1-0,carbs
"Crackers, saltines, whole wheat (includes multi-grain)",10.71,0.0,68.25,7.14,6.7,398.0,1,0,1-0,carbs
"Bread, potato",3.13,0.0,47.07,12.5,6.3,266.4,1,0,1-0,carbs
"Bread, cheese",20.83,6.25,44.83,10.42,2.1,408.5,1,1,1-1,other
"SCHIFF,TIGER'S MILK BAR",14.29,2.073,56.46,16.8,2.3,421.6,1,1,1-1,other
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",28.57,17.143,61.21,5.71,2.5,524.8,1,1,1-1,other
"Snacks, corn-based, extruded, onion-flavor",22.6,4.34,65.1,7.7,3.9,494.6,1,1,1-1,other
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",36.54,3.749,54.54,5.46,0.8,568.9,1,1,1-1,other
"Snacks, KRAFT, CORNNUTS, plain",15.64,2.43,71.86,8.5,6.9,462.2,1,1,1-1,other
"Snacks, crisped rice bar, chocolate chip",13.5,5.24,73.0,5.1,2.2,433.9,1,0,1-0,carbs
"Snacks, granola bars, hard, chocolate chip",16.3,11.41,72.1,7.3,4.4,464.3,1,1,1-1,other
Fruit syrup,0.0,0.0,85.13,0.0,0.1,340.5,1,0,1-0,carbs
"Snacks, granola bars, soft, uncoated, plain",17.2,7.25,67.3,7.4,4.6,453.6,1,1,1-1,other
"Snacks, granola bars, soft, uncoated, peanut butter",15.8,3.65,64.4,10.5,4.3,441.8,1,1,1-1,other
"Topping, SMUCKER'S MAGIC SHELL",44.1,20.59,50.07,2.94,2.9,608.9,1,1,1-1,other
"Syrup, fruit flavored",0.02,0.0,65.1,0.0,0.0,260.6,1,0,1-0,carbs
"Snacks, oriental mix, rice-based",25.58,3.785,51.62,17.31,13.2,505.9,1,1,1-1,other
"Snacks, popcorn, air-popped",4.54,0.637,77.78,12.94,14.5,403.7,1,0,1-0,carbs
"Snacks, popcorn, cheese-flavor",33.2,6.41,51.6,9.3,9.9,542.4,1,1,1-1,other
"Snacks, potato chips, barbecue-flavor",31.06,4.002,55.92,6.51,3.8,529.3,1,1,1-1,other
"Snacks, potato chips, sour-cream-and-onion-flavor",33.9,8.89,51.5,8.1,5.2,543.5,1,1,1-1,other
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",16.92,9.656,66.5,9.85,3.6,457.7,1,1,1-1,other
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",2.6,0.56,81.3,11.1,7.7,393.0,1,0,1-0,carbs
"Snacks, rice cracker brown rice, plain",2.8,0.57,81.5,8.2,4.2,384.0,1,0,1-0,carbs
"Snacks, rice cakes, brown rice, buckwheat",3.5,0.64,80.1,9.0,3.8,387.9,1,0,1-0,carbs
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",31.9,6.09,44.9,14.2,5.0,523.5,1,1,1-1,other
"Snacks, tortilla chips, taco-flavor",24.2,4.64,63.1,7.9,5.3,501.8,1,1,1-1,other
"Candies, TOOTSIE ROLL, chocolate-flavor roll",3.31,0.967,87.73,1.59,0.1,387.1,1,0,1-0,carbs
"Candies, butterscotch",3.3,2.065,90.4,0.03,0.0,391.4,1,0,1-0,carbs
"Candies, carob, unsweetened",31.36,29.018,56.29,8.15,3.8,540.0,1,1,1-1,other
"Candies, caramels",8.1,2.476,77.0,4.6,0.0,399.3,1,0,1-0,carbs
"Candies, CARAMELLO Candy Bar",21.19,12.72,63.81,6.19,1.2,470.7,1,1,1-1,other
"Candies, semisweet chocolate",30.0,17.75,63.9,4.2,5.9,542.4,1,1,1-1,other
"Candies, sweet chocolate",34.2,20.08,60.4,3.9,5.5,565.0,1,1,1-1,other
"Candies, sweet chocolate coated fondant",9.3,5.46,80.4,2.2,2.1,414.1,1,0,1-0,carbs
"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",37.13,15.23,46.85,11.97,4.4,569.4,1,1,1-1,other
"Candies, confectioner's coating, butterscotch",29.05,24.1,67.1,2.2,0.0,538.6,1,1,1-1,other
"Candies, YORK Peppermint Pattie",7.17,4.34,80.99,2.19,2.0,397.2,1,0,1-0,carbs
"Candies, TWIZZLERS NIBS CHERRY BITS",2.64,0.54,79.37,2.3,0.6,350.4,1,0,1-0,carbs
"Candies, SYMPHONY Milk Chocolate Bar",30.57,18.34,58.01,8.51,1.7,541.2,1,1,1-1,other
"Candies, 5TH AVENUE Candy Bar",23.98,6.65,62.68,8.78,3.1,501.7,1,1,1-1,other
"Candies, fondant, prepared-from-recipe",0.02,0.0,93.18,0.0,0.0,372.9,1,0,1-0,carbs
"Candies, fudge, chocolate, prepared-from-recipe",10.41,6.448,76.7,2.39,1.7,410.0,1,0,1-0,carbs
