food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster
"Babyfood, fruit, tutti frutti, junior",0.4,0.11,16.0,0.4,0.4,69.2,0,0,0-0
"Salad dressing, sweet and sour",0.0,0.0,3.7,0.1,0.0,15.2,0,0,0-0
"Salad dressing, blue or roquefort cheese, low calorie",7.2,2.575,2.9,5.1,0.0,96.8,0,0,0-0
"Salad dressing, caesar, low calorie",4.4,0.703,18.6,0.3,0.1,115.2,0,0,0-0
"Syrups, sugar free",0.0,0.0,11.99,0.8,0.7,51.2,0,0,0-0
"Jellies, no sugar (with sodium saccharin), any flavors",0.0,0.0,29.6,0.55,2.2,120.6,0,1,0-1
"Fluid replacement, electrolyte solution (include PEDIALYTE)",0.0,0.0,2.45,0.0,0.0,9.8,0,0,0-0
"Beans, liquid from stewed kidney beans",3.2,1.174,2.8,1.8,0.1,47.2,0,0,0-0
"Radishes, hawaiian style, pickled",0.3,0.092,5.2,1.1,2.2,27.9,0,0,0-0
"Cabbage, japanese style, fresh, pickled",0.1,0.013,5.67,1.6,3.1,30.0,0,0,0-0
"Cabbage, mustard, salted",0.1,0.013,5.63,1.1,3.1,27.8,0,0,0-0
"Eggplant, pickled",0.7,0.14,9.77,0.9,2.5,49.0,0,0,0-0
"Salad dressing, buttermilk, lite",12.42,1.25,21.33,1.25,1.1,202.1,0,1,0-1
"Yogurt, fruit variety, nonfat",0.2,0.119,19.0,4.4,0.0,95.4,0,0,0-0
"Whipped cream substitute, dietetic, made from powdered mix",6.0,3.186,10.6,0.9,0.0,100.0,0,0,0-0
"Frozen novelties, ice cream type, sundae, prepackaged",6.0,3.09,29.64,4.3,0.3,189.8,0,1,0-1
"Eggs, scrambled, frozen mixture",5.6,1.052,7.5,13.1,0.0,132.8,0,1,0-1
"Loquats, raw",0.2,0.04,12.14,0.43,1.7,52.1,0,0,0-0
"Mammy-apple, (mamey), raw",0.5,0.136,12.5,0.5,3.0,56.5,0,0,0-0
"Mangos, raw",0.38,0.092,14.98,0.82,1.6,66.6,0,0,0-0
"Melon balls, frozen",0.25,0.064,7.94,0.84,0.7,37.4,0,0,0-0
"Mulberries, raw",0.39,0.027,9.8,1.44,1.7,48.5,0,0,0-0
"Nectarines, raw",0.32,0.025,10.55,1.06,1.7,49.3,0,0,0-0
"Oranges, raw, California, valencias",0.3,0.035,11.89,1.04,2.5,54.4,0,0,0-0
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",0.15,0.017,12.54,0.91,2.2,55.2,0,0,0-0
"Oranges, raw, Florida",0.21,0.025,11.54,0.7,2.4,50.8,0,0,0-0
"Oranges, raw, with peel",0.3,0.035,15.5,1.3,4.5,69.9,0,0,0-0
"Orange juice, chilled, includes from concentrate, with added calcium",0.12,0.014,11.27,0.68,0.3,48.9,0,0,0-0
"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",0.06,0.015,8.47,0.6,0.2,36.8,0,0,0-0
"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",0.25,0.059,33.86,2.4,1.0,147.3,0,1,0-1
"Orange juice, frozen concentrate, unsweetened, undiluted",0.25,0.059,35.19,2.4,1.0,152.6,0,1,0-1
"Tangerines, (mandarin oranges), canned, light syrup pack",0.1,0.012,16.19,0.45,0.7,67.5,0,0,0-0
"Tangerine juice, raw",0.2,0.024,10.1,0.5,0.2,44.2,0,0,0-0
"Papayas, raw",0.26,0.081,10.82,0.47,1.7,47.5,0,0,0-0
"Peaches, yellow, raw",0.25,0.019,9.54,0.91,1.5,44.0,0,0,0-0
"Peaches, canned, water pack, solids and liquids",0.06,0.006,6.11,0.44,1.3,26.7,0,0,0-0
"Peaches, canned, juice pack, solids and liquids",0.03,0.004,11.57,0.63,1.3,49.1,0,0,0-0
"Peaches, canned, extra light syrup, solids and liquids (Includes foods for USDA's Food Distribution Program)",0.1,0.011,11.1,0.4,1.0,46.9,0,0,0-0
"Peaches, dried, sulfured, stewed, without added sugar",0.25,0.026,19.69,1.16,2.7,85.6,0,0,0-0
"Pears, canned, juice pack, solids and liquids",0.07,0.004,12.94,0.34,1.6,53.8,0,0,0-0
"Pears, canned, extra light syrup pack, solids and liquids (Includes foods for USDA's Food Distribution Program)",0.1,0.006,12.2,0.3,1.6,50.9,0,0,0-0
"Pears, canned, light syrup pack, solids and liquids",0.03,0.002,15.17,0.19,1.6,61.7,0,0,0-0
"Pears, canned, heavy syrup pack, solids and liquids",0.13,0.007,19.17,0.2,1.6,78.6,0,0,0-0
"Pear nectar, canned, without added ascorbic acid",0.01,0.001,15.76,0.11,0.6,63.6,0,0,0-0
"Persimmons, japanese, raw",0.19,0.02,18.59,0.58,3.6,78.4,0,0,0-0
"Pineapple, canned, heavy syrup pack, solids and liquids",0.11,0.009,20.2,0.35,0.8,83.2,0,0,0-0
"Pineapple, canned, extra heavy syrup pack, solids and liquids",0.11,0.009,21.5,0.34,0.8,88.4,0,0,0-0
"Pineapple, frozen, chunks, sweetened",0.1,0.007,22.2,0.4,1.1,91.3,0,0,0-0
"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",0.12,0.008,12.87,0.36,0.2,54.0,0,0,0-0
"Pineapple juice, frozen concentrate, unsweetened, undiluted",0.1,0.007,44.3,1.3,0.7,183.3,0,1,0-1
"Plums, raw",0.28,0.017,11.42,0.7,1.4,51.0,0,0,0-0
"Plums, canned, purple, water pack, solids and liquids",0.01,0.001,11.03,0.39,0.9,45.8,0,0,0-0
"Plums, canned, purple, juice pack, solids and liquids",0.02,0.002,15.15,0.51,0.9,62.8,0,0,0-0
"Plums, canned, purple, light syrup pack, solids and liquids",0.1,0.008,16.28,0.37,0.9,67.5,0,0,0-0
"Lima beans, immature seeds, frozen, fordhook, unprepared",0.35,0.081,19.83,6.4,5.5,108.1,0,1,0-1
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",0.34,0.077,19.32,6.07,5.3,104.6,0,1,0-1
"Lima beans, immature seeds, frozen, baby, unprepared",0.44,0.102,25.14,7.59,6.0,134.9,0,1,0-1
"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",0.3,0.068,19.45,6.65,4.8,107.1,0,1,0-1
"Mung beans, mature seeds, sprouted, raw",0.18,0.046,5.94,3.04,1.8,37.5,0,0,0-0
"Beans, pinto, immature seeds, frozen, unprepared",0.5,0.061,32.5,9.8,5.7,173.7,0,1,0-1
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",0.48,0.058,30.87,9.31,5.4,165.0,0,1,0-1
"Beans, shellie, canned, solids and liquids",0.19,0.023,6.19,1.76,3.4,33.5,0,0,0-0
"Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)",0.21,0.047,7.54,1.79,2.6,39.2,0,0,0-0
"Beans, snap, green, frozen, cooked, boiled, drained without salt",0.17,0.044,6.45,1.49,3.0,33.3,0,0,0-0
"Beans, snap, green, frozen, all styles, microwaved",0.41,0.092,6.98,1.98,3.4,39.5,0,0,0-0
"Beans, snap, green, microwaved",0.5,0.0,6.41,2.31,3.4,39.4,0,0,0-0
"Beets, canned, drained solids",0.14,0.022,7.21,0.91,1.8,33.7,0,0,0-0
"Broccoli, cooked, boiled, drained, without salt",0.41,0.079,7.18,2.38,3.3,41.9,0,0,0-0
"Broccoli, frozen, chopped, unprepared",0.29,0.044,4.78,2.81,3.0,33.0,0,0,0-0
"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",0.12,0.018,5.35,3.1,3.0,34.9,0,0,0-0
"Broccoli, frozen, spears, unprepared (Includes foods for USDA's Food Distribution Program)",0.34,0.052,5.35,3.06,3.0,36.7,0,0,0-0
"Brussels sprouts, cooked, boiled, drained, without salt",0.5,0.102,7.1,2.55,2.6,43.1,0,0,0-0
"Brussels sprouts, frozen, unprepared",0.41,0.084,7.86,3.78,3.8,50.2,0,0,0-0
"Brussels sprouts, frozen, cooked, boiled, drained, without salt",0.39,0.081,8.32,3.64,4.1,51.4,0,0,0-0
"Burdock root, raw",0.15,0.025,17.34,1.53,3.3,76.8,0,0,0-0
"Cabbage, raw",0.1,0.034,5.8,1.28,2.5,29.2,0,0,0-0
"Cabbage, cooked, boiled, drained, without salt",0.06,0.0,5.51,1.27,1.9,27.7,0,0,0-0
"Cabbage, red, cooked, boiled, drained, without salt",0.09,0.011,6.94,1.51,2.6,34.6,0,0,0-0
"Cabbage, chinese (pe-tsai), raw",0.2,0.043,3.23,1.2,1.2,19.5,0,0,0-0
"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",0.17,0.036,2.41,1.5,1.7,17.2,0,0,0-0
"Cardoon, raw",0.1,0.011,4.07,0.7,1.6,20.0,0,0,0-0
"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",0.46,0.047,7.9,0.78,3.3,38.9,0,0,0-0
"Carrots, frozen, cooked, boiled, drained, without salt",0.68,0.12,7.73,0.58,3.3,39.4,0,0,0-0
"Cassava, raw",0.28,0.074,38.06,1.36,1.8,160.2,0,1,0-1
"Celeriac, cooked, boiled, drained, without salt",0.19,0.0,5.9,0.96,1.2,29.2,0,0,0-0
"Celery, cooked, boiled, drained, without salt",0.16,0.04,4.0,0.83,1.6,20.8,0,0,0-0
"Celtuce, raw",0.3,0.0,3.65,0.85,1.7,20.7,0,0,0-0
"Chard, swiss, raw",0.2,0.03,3.74,1.8,1.6,24.0,0,0,0-0
"Chicory greens, raw",0.3,0.073,4.7,1.7,4.0,28.3,0,0,0-0
"Chicory roots, raw",0.2,0.048,17.51,1.4,1.5,77.4,0,0,0-0
"Chives, raw",0.73,0.146,4.35,3.27,2.5,37.0,0,0,0-0
"Chrysanthemum, garland, raw",0.56,0.0,3.02,3.36,3.0,30.6,0,0,0-0
"Collards, frozen, chopped, cooked, boiled, drained, without salt",0.41,0.06,7.1,2.97,2.8,44.0,0,0,0-0
"Coriander (cilantro) leaves, raw",0.52,0.014,3.67,2.13,2.8,27.9,0,0,0-0
"Corn, sweet, yellow, raw",1.35,0.325,18.7,3.27,2.0,100.0,0,0,0-0
"Corn, sweet, yellow, cooked, boiled, drained, without salt",1.5,0.197,20.98,3.41,2.4,111.1,0,0,0-0
"Onions, raw",0.1,0.042,9.34,1.1,1.7,42.7,0,0,0-0
"Onions, cooked, boiled, drained, without salt",0.19,0.031,10.15,1.36,1.4,47.8,0,0,0-0
"Onions, canned, solids and liquids",0.09,0.016,4.02,0.85,1.2,20.3,0,0,0-0
"Onions, yellow, sauteed",10.8,1.477,7.86,0.95,1.7,132.4,0,0,0-0
"Onions, spring or scallions (includes tops and bulb), raw",0.19,0.032,7.34,1.83,2.6,38.4,0,0,0-0
"Onions, young green, tops only",0.47,0.165,5.74,0.97,1.8,31.1,0,0,0-0
"Onions, sweet, raw",0.08,0.0,7.55,0.8,0.9,34.1,0,0,0-0
"Parsnips, cooked, boiled, drained, without salt",0.3,0.05,17.01,1.32,3.6,76.0,0,0,0-0
"Peas, edible-podded, raw",0.2,0.039,7.55,2.8,2.6,43.2,0,0,0-0
"Peas, edible-podded, boiled, drained, without salt",0.23,0.044,7.05,3.27,2.8,43.4,0,0,0-0
"Peas, edible-podded, frozen, unprepared",0.3,0.058,7.2,2.8,3.1,42.7,0,0,0-0
"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",0.8,0.143,11.36,4.47,4.9,70.5,0,0,0-0
"Peas, green, canned, seasoned, solids and liquids",0.27,0.048,9.25,3.09,2.0,51.8,0,0,0-0
"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",0.4,0.066,13.62,5.22,4.5,79.0,0,0,0-0
"Peas, green, frozen, cooked, boiled, drained, without salt",0.27,0.049,14.26,5.15,4.5,80.1,0,0,0-0
"Peas and carrots, frozen, cooked, boiled, drained, without salt",0.42,0.077,10.12,3.09,3.1,56.6,0,0,0-0
"Peas and onions, canned, solids and liquids",0.38,0.068,8.57,3.28,2.3,50.8,0,0,0-0
"Peas and onions, frozen, unprepared",0.32,0.057,13.51,3.98,3.5,72.8,0,0,0-0
"Peas and onions, frozen, cooked, boiled, drained, without salt",0.2,0.036,8.63,2.54,2.2,46.5,0,0,0-0
"Peppers, sweet, green, frozen, chopped, unprepared",0.21,0.031,4.45,1.08,1.6,24.0,0,0,0-0
"Peppers, sweet, green, sauteed",11.85,1.59,4.22,0.78,1.8,126.6,0,0,0-0
"Pigeonpeas, immature seeds, raw",1.64,0.354,23.88,7.2,5.1,139.1,0,1,0-1
"Potatoes, flesh and skin, raw",0.09,0.025,17.49,2.05,2.1,79.0,0,0,0-0
"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",0.08,0.026,18.07,2.14,1.3,81.6,0,0,0-0
"Potatoes, white, flesh and skin, raw",0.1,0.026,15.71,1.68,2.4,70.5,0,0,0-0
"Potatoes, red, flesh and skin, raw",0.14,0.035,15.9,1.89,1.7,72.4,0,0,0-0
"Potatoes, Russet, flesh and skin, baked",0.13,0.032,21.44,2.63,2.3,97.4,0,0,0-0
"Potatoes, roasted, salt added in processing, frozen, unprepared",1.81,0.167,26.15,2.22,2.6,129.8,0,1,0-1
"Potatoes, raw, skin",0.1,0.026,12.44,2.57,2.5,60.9,0,0,0-0
"Potatoes, baked, flesh, without salt",0.1,0.026,21.55,1.96,1.5,94.9,0,0,0-0
"Potatoes, microwaved, cooked in skin, skin, without salt",0.1,0.026,29.63,4.39,5.5,137.0,0,1,0-1
"Potatoes, hash brown, home-prepared",12.52,1.883,35.11,3.0,3.2,265.1,0,1,0-1
"Potatoes, mashed, home-prepared, whole milk and margarine added",4.2,0.745,16.94,1.96,1.5,113.4,0,0,0-0
"Potatoes, scalloped, home-prepared with butter",3.68,2.255,10.78,2.87,1.9,87.7,0,0,0-0
"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",4.96,3.056,14.36,2.05,2.2,110.3,0,0,0-0
"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",4.8,0.955,16.13,2.13,1.3,116.2,0,0,0-0
"Potatoes, hash brown, frozen, plain, unprepared",0.62,0.163,17.72,2.06,1.4,84.7,0,0,0-0
"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",11.59,0.934,28.51,2.65,3.2,229.0,0,1,0-1
"Potatoes, hash brown, frozen, with butter sauce, unprepared",6.66,2.556,18.28,1.87,2.9,140.5,0,1,0-1
"Potato puffs, frozen, unprepared",8.71,1.418,24.8,1.93,2.3,185.3,0,1,0-1
"Potato puffs, frozen, oven-heated",9.05,1.657,27.29,2.13,2.0,199.1,0,1,0-1
"Tomatoes, red, ripe, cooked",0.11,0.015,4.01,0.95,0.7,20.8,0,0,0-0
"Tomatoes, red, ripe, canned, packed in tomato juice",0.25,0.034,3.47,0.79,1.9,19.3,0,0,0-0
"Tomatoes, red, ripe, canned, stewed",0.19,0.026,6.19,0.91,1.0,30.1,0,0,0-0
"Tomatoes, red, ripe, canned, with green chilies",0.08,0.011,3.62,0.69,0.0,18.0,0,0,0-0
"Tomato products, canned, sauce",0.3,0.041,5.31,1.2,1.5,28.7,0,0,0-0
"Tomato products, canned, sauce, with mushrooms",0.13,0.017,8.43,1.45,1.5,40.7,0,0,0-0
"Tomato products, canned, sauce, with onions",0.19,0.03,9.94,1.56,1.8,47.7,0,0,0-0
"Tomato products, canned, sauce, with herbs and cheese",1.93,0.627,10.24,2.13,2.2,66.8,0,0,0-0
"Turnips, cooked, boiled, drained, without salt",0.08,0.008,5.06,0.71,2.0,23.8,0,0,0-0
"Turnips, frozen, unprepared",0.16,0.017,2.94,1.04,1.8,17.4,0,0,0-0
"Turnips, frozen, cooked, boiled, drained, without salt",0.24,0.025,4.35,1.53,2.0,25.7,0,0,0-0
"Turnip greens, raw",0.3,0.07,7.13,1.5,3.2,37.2,0,0,0-0
"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",0.38,0.085,4.85,2.99,3.1,34.8,0,0,0-0
"Vegetable juice cocktail, canned",0.31,0.088,3.87,0.93,0.5,22.0,0,0,0-0
"Vegetables, mixed, canned, solids and liquids",0.25,0.051,7.13,1.42,3.8,36.4,0,0,0-0
"Vegetables, mixed, canned, drained solids",0.25,0.051,9.26,2.59,3.0,49.6,0,0,0-0
"Waterchestnuts, chinese, (matai), raw",0.1,0.026,23.94,1.4,3.0,102.3,0,0,0-0
"Waterchestnuts, chinese, canned, solids and liquids",0.06,0.016,12.3,0.88,2.5,53.3,0,0,0-0
"Watercress, raw",0.1,0.027,1.29,2.3,0.5,15.3,0,0,0-0
"Waxgourd, (chinese preserving melon), raw",0.2,0.016,3.0,0.4,2.9,15.4,0,0,0-0
"Yam, raw",0.17,0.037,27.88,1.53,4.1,119.2,0,1,0-1
"Yam, cooked, boiled, drained, or baked, without salt",0.14,0.029,27.48,1.49,3.9,117.1,0,1,0-1
"Yambean (jicama), raw",0.09,0.021,8.82,0.72,4.9,39.0,0,0,0-0
"Dock, raw",0.7,0.0,3.2,2.0,2.9,27.1,0,0,0-0
"Beans, mung, mature seeds, sprouted, canned, drained solids",0.06,0.016,2.14,1.4,0.8,14.7,0,0,0-0
"Peppers, jalapeno, canned, solids and liquids",0.94,0.097,4.74,0.92,2.6,31.1,0,0,0-0
"Radishes, white icicle, raw",0.1,0.03,2.63,1.1,1.4,15.8,0,0,0-0
"Sweet potato, canned, syrup pack, solids and liquids",0.2,0.041,20.93,0.98,2.5,89.4,0,0,0-0
"Sweet potato, canned, syrup pack, drained solids",0.32,0.069,25.36,1.28,3.0,109.4,0,0,0-0
"Tomato products, canned, sauce, spanish style",0.27,0.038,7.24,1.44,1.4,37.2,0,0,0-0
"Sweet potato, cooked, candied, home-prepared",3.54,2.171,32.12,0.89,2.1,163.9,0,1,0-1
"Tomatoes, red, ripe, cooked, stewed",2.68,0.521,13.05,1.96,1.7,84.2,0,0,0-0
Potato pancakes,14.76,2.496,27.81,6.08,3.3,268.4,0,1,0-1
"Potatoes, baked, flesh and skin, without salt",0.13,0.034,21.15,2.5,2.2,95.8,0,0,0-0
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",0.1,0.026,24.24,2.44,2.3,107.6,0,0,0-0
"Radish seeds, sprouted, raw",2.53,0.767,3.6,3.81,0.0,52.4,0,0,0-0
"Tomatoes, yellow, raw",0.26,0.036,2.98,0.98,0.7,18.2,0,0,0-0
"Mushrooms, shiitake, cooked, with salt",0.22,0.05,14.39,1.56,2.1,65.8,0,0,0-0
"Okra, cooked, boiled, drained, with salt",0.21,0.045,4.51,1.87,2.5,27.4,0,0,0-0
"Okra, frozen, cooked, boiled, drained, with salt",0.24,0.063,6.41,1.63,2.1,34.3,0,0,0-0
"Onions, cooked, boiled, drained, with salt",0.19,0.031,9.56,1.36,1.4,45.4,0,0,0-0
"Onions, frozen, chopped, cooked, boiled, drained, with salt",0.1,0.016,6.0,0.77,1.7,28.0,0,0,0-0
"Peas, green, cooked, boiled, drained, with salt",0.22,0.039,15.63,5.36,5.5,85.9,0,0,0-0
"Peas, green, canned, no salt added, solids and liquids",0.3,0.054,9.75,3.19,3.3,54.5,0,0,0-0
"Peas, green, canned, no salt added, drained solids",0.35,0.062,12.58,4.42,4.1,71.2,0,0,0-0
"Peas, green, frozen, cooked, boiled, drained, with salt",0.27,0.049,14.26,5.15,4.5,80.1,0,0,0-0
"Peppers, hot chili, red, raw",0.44,0.042,8.81,1.87,1.5,46.7,0,0,0-0
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",0.1,0.01,5.1,0.9,1.3,24.9,0,0,0-0
"Peppers, sweet, red, raw",0.3,0.059,6.03,0.99,2.1,30.8,0,0,0-0
"Peppers, sweet, green, cooked, boiled, drained, with salt",0.2,0.029,6.11,0.92,1.2,29.9,0,0,0-0
"Peppers, sweet, red, cooked, boiled, drained, without salt",0.2,0.029,6.7,0.92,1.2,32.3,0,0,0-0
"Potatoes, baked, flesh and skin, with salt",0.13,0.034,21.15,2.5,2.2,95.8,0,0,0-0
"Potatoes, baked, flesh, with salt",0.1,0.026,21.55,1.96,1.5,94.9,0,0,0-0
"Potatoes, boiled, cooked in skin, flesh, with salt",0.1,0.026,20.13,1.87,2.0,88.9,0,0,0-0
"Potatoes, microwaved, cooked, in skin, skin with salt",0.1,0.026,29.63,4.39,5.5,137.0,0,1,0-1
"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",8.2,3.894,34.03,3.44,3.2,223.7,0,1,0-1
"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",5.22,1.029,28.71,2.66,2.6,172.5,0,1,0-1
"Pumpkin, flowers, cooked, boiled, drained, with salt",0.08,0.041,3.18,1.09,0.9,17.8,0,0,0-0
"Pumpkin leaves, cooked, boiled, drained, with salt",0.22,0.114,3.39,2.72,2.7,26.4,0,0,0-0
"Purslane, cooked, boiled, drained, with salt",0.19,0.0,3.55,1.49,0.0,21.9,0,0,0-0
"Radishes, oriental, cooked, boiled, drained, with salt",0.24,0.073,3.43,0.67,1.6,18.6,0,0,0-0
"Spinach, canned, no salt added, solids and liquids",0.37,0.06,2.92,2.11,2.2,23.4,0,0,0-0
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",0.87,0.036,4.8,4.01,3.7,43.1,0,0,0-0
"Squash, summer, all varieties, cooked, boiled, drained, with salt",0.31,0.064,4.31,0.91,1.4,23.7,0,0,0-0
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",0.39,0.064,3.79,1.04,1.1,22.8,0,0,0-0
"Squash, winter, all varieties, cooked, baked, with salt",0.35,0.072,8.85,0.89,2.8,42.1,0,0,0-0
"Squash, winter, acorn, cooked, baked, with salt",0.14,0.029,14.58,1.12,4.4,64.1,0,0,0-0
"Squash, winter, acorn, cooked, boiled, mashed, with salt",0.08,0.017,8.79,0.67,2.6,38.6,0,0,0-0
"Squash, winter, butternut, cooked, baked, with salt",0.09,0.019,10.49,0.9,3.2,46.4,0,0,0-0
"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",0.89,0.166,19.95,4.31,4.1,105.0,0,0,0-0
"Water convolvulus, cooked, boiled, drained, with salt",0.24,0.0,3.7,2.08,1.9,25.3,0,0,0-0
"Sweet potato leaves, cooked, steamed, with salt",0.34,0.065,7.38,2.18,1.9,41.3,0,0,0-0
"Sweet potato, cooked, baked in skin, flesh, with salt",0.15,0.052,20.71,2.01,3.3,92.2,0,0,0-0
"Taro, shoots, cooked, with salt",0.08,0.016,3.19,0.73,0.0,16.4,0,0,0-0
"Tomatoes, red, ripe, cooked, with salt",0.11,0.015,4.01,0.95,0.7,20.8,0,0,0-0
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",0.25,0.034,3.47,0.79,1.9,19.3,0,0,0-0
"Turnip greens, cooked, boiled, drained, with salt",0.23,0.053,4.36,1.14,3.5,24.1,0,0,0-0
"Turnip greens, frozen, cooked, boiled, drained, with salt",0.42,0.099,4.98,3.35,3.4,37.1,0,0,0-0
"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",0.38,0.085,4.74,2.99,3.1,34.3,0,0,0-0
"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",0.15,0.031,13.09,2.86,4.4,65.2,0,0,0-0
"Mushrooms, portabella, exposed to ultraviolet light, raw",0.35,0.06,3.87,2.11,1.3,27.1,0,0,0-0
"Seeds, breadfruit seeds, raw",5.59,1.509,29.24,7.4,5.2,196.9,0,1,0-1
"Seeds, breadfruit seeds, boiled",2.3,0.621,32.0,5.3,4.8,169.9,0,1,0-1
"Nuts, coconut water (liquid from coconuts)",0.2,0.176,3.71,0.72,1.1,19.5,0,0,0-0
"Nuts, ginkgo nuts, canned",1.62,0.309,22.1,2.29,9.3,112.1,0,1,0-1
"Frozen novelties, juice type, POPSICLE SCRIBBLERS",0.24,0.0,19.68,0.0,0.0,80.9,0,0,0-0
"Frozen novelties, No Sugar Added, FUDGSICLE pops",1.87,0.984,23.11,3.67,1.5,124.0,0,1,0-1
"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",0.0,0.0,5.14,0.0,0.0,20.6,0,0,0-0
"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",1.88,1.0,30.07,4.31,6.0,154.4,0,1,0-1
"Ice creams, BREYERS, All Natural Light Vanilla",4.59,2.86,25.3,4.84,0.2,161.9,0,1,0-1
"Ice creams, BREYERS, No Sugar Added, Butter Pecan",10.3,4.18,21.3,3.99,0.9,193.9,0,1,0-1
"Ice creams, BREYERS, No Sugar Added, French Vanilla",7.05,4.17,20.75,4.5,0.5,164.4,0,1,0-1
"Ice creams, BREYERS, No Sugar Added, Vanilla",6.2,3.9,21.92,3.68,0.5,158.2,0,1,0-1
"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",5.68,3.57,25.63,3.53,0.8,167.8,0,1,0-1
"Frozen novelties, No Sugar Added CREAMSICLE Pops",0.61,0.47,12.88,3.69,3.6,71.8,0,0,0-0
"Frozen novelties, Sugar Free, CREAMSICLE Pops",2.33,2.0,11.95,1.37,7.5,74.2,0,0,0-0
"Ice creams, BREYERS, All Natural Light French Chocolate",7.28,4.28,29.68,5.3,1.0,205.4,0,1,0-1
"Ice creams, BREYERS, 98% Fat Free Chocolate",2.17,1.38,30.18,3.89,5.8,155.8,0,1,0-1
"Ice creams, regular, low carbohydrate, chocolate",12.7,6.8,26.8,3.8,4.8,236.7,0,1,0-1
"Barley, pearled, cooked",0.44,0.093,28.22,2.26,3.8,125.9,0,1,0-1
"Bulgur, cooked",0.24,0.042,18.58,3.08,4.5,88.8,0,0,0-0
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",12.48,2.549,21.39,6.21,3.7,222.7,0,1,0-1
"Fast foods, fish sandwich, with tartar sauce",12.45,1.949,26.69,10.29,1.0,260.0,0,1,0-1
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",2.73,0.972,20.34,12.17,0.7,154.6,0,1,0-1
"Fast foods, coleslaw",9.91,1.599,14.89,0.95,1.9,152.6,0,1,0-1
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen",8.81,4.14,27.1,13.89,2.7,243.2,0,1,0-1
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",2.37,0.505,22.54,10.91,1.2,155.1,0,1,0-1
"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",2.42,0.57,20.36,10.66,1.4,145.9,0,1,0-1
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",2.42,0.57,20.36,10.66,1.4,145.9,0,1,0-1
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",3.15,0.724,21.35,10.84,1.2,157.1,0,1,0-1
"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",5.34,2.032,21.49,12.29,1.2,183.2,0,1,0-1
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",5.34,2.032,21.49,12.29,1.2,183.2,0,1,0-1
"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",6.41,1.917,26.66,10.06,1.6,204.6,0,1,0-1
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",6.41,1.917,26.66,10.06,1.6,204.6,0,1,0-1
"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",3.15,0.724,21.35,10.84,1.2,157.1,0,1,0-1
"SUBWAY, cold cut sub on white bread with lettuce and tomato",10.04,3.554,20.43,10.52,1.2,214.2,0,1,0-1
"Borage, cooked, boiled, drained, with salt",0.81,0.197,3.55,2.09,0.0,29.8,0,0,0-0
